Name,Style,Brewery,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_taste,review_overall,number_of_reviews
Magnum,Lager - Malt Liquor,Miller Brewing Co.,12,28,41,10,3,7,53,4,95,2.027273,2.545455,2.254545,Terrible brew dude. Try again. 3/8,55
Crest Super Premium Lager,Lager - European Strong,Crest Brewing Company,58,27,44,13,0,15,22,0,39,2.022727,2.818182,1.909091,Good Lord! What an ugly soup you brew! 2/8,22
Camo Black Ice,Lager - Malt Liquor,Camo Brewing Company,52,12,50,25,0,33,10,8,31,2.014706,2.838235,1.764706,Good Lord! What an ugly soup you brew! 2/8,34
Miller Genuine Draft 64,Lager - Light,Miller Brewing Co.,3,2,1,0,0,1,2,0,7,2.011848,2.379147,2.004739,Well. Sometimes you just have a bad day. Next time... 4/8,211
Miller Lite,Lager - Light,Miller Brewing Co.,6,7,6,5,2,4,9,2,15,2.007394,2.349815,2.208872,Well. Sometimes you just have a bad day. Next time... 4/8,1082
Asahi Shinnama,Happoshu,Asahi Breweries Ltd,2,4,1,1,0,1,4,0,6,2,2.5,2.166667,Terrible brew dude. Try again. 3/8,3
Asahi Strong Off,Happoshu,Asahi Breweries Ltd,0,0,0,0,0,0,0,0,0,2,3,3,Not Bad old chap! A decent beer you brew 7/8,1
Before-After Premium Lager (12% ABV),Lager - European Strong,Rinkuškiai Alaus Darykloje,74,20,91,28,0,30,24,2,87,2,3,2.5,"Alrighty. Sell it cheap, that could work. 5/8",1
Tsingtao Beer,Lager - Light,"Tsingtao Brewery Co., Ltd.",5,19,14,8,1,12,23,1,30,2,2,2.5,Well. Sometimes you just have a bad day. Next time... 4/8,1
Harpoon Dark,Lager - Munich Dunkel,Harpoon Brewery,11,48,86,14,1,14,26,13,162,2,4,2.5,Well. Sometimes you just have a bad day. Next time... 4/8,1
Jupiler NA,Low Alcohol Beer,Brasserie Piedboeuf,3,4,7,1,0,0,5,2,7,2,2.625,1.625,Good Lord! What an ugly soup you brew! 2/8,4
Budweiser Select,Lager - Light,Anheuser-Busch,9,18,23,3,2,3,36,3,59,1.992045,2.410227,2.115909,Well. Sometimes you just have a bad day. Next time... 4/8,440
Olde English 800,Lager - Malt Liquor,Miller Brewing Co.,15,18,30,7,4,3,38,4,79,1.983456,2.542279,2.207721,Terrible brew dude. Try again. 3/8,272
Axe Head Malt Liquor,Lager - Malt Liquor,Minhas Craft Brewery,63,10,79,28,0,36,5,3,51,1.964286,3.035714,1.928571,Good Lord! What an ugly soup you brew! 2/8,14
Bud Ice,Lager - Adjunct,Anheuser-Busch,14,7,9,5,0,0,7,3,26,1.959144,2.324903,2.048638,Terrible brew dude. Try again. 3/8,257
Corona Extra,Lager - Adjunct,Grupo Modelo S.A. de C.V.,5,13,10,22,3,19,17,4,22,1.950274,2.291058,2.1875,Well. Sometimes you just have a bad day. Next time... 4/8,1096
Labatt Blue Light,Lager - Light,Labatt Brewing Company Ltd.,8,30,38,11,3,22,52,10,59,1.941558,2.191558,2.094156,Well. Sometimes you just have a bad day. Next time... 4/8,154
Keystone IceCoors Brewing Company (Molson-Coors),Lager - Adjunct,Coors Brewing Company,7,18,39,13,4,7,35,3,50,1.906475,2.18705,1.985612,Terrible brew dude. Try again. 3/8,139
Busch Beer,Lager - Adjunct,Anheuser-Busch,5,13,19,2,4,3,17,2,46,1.90107,2.131016,2.090909,Terrible brew dude. Try again. 3/8,374
Camo Black Extra,Lager - Malt Liquor,Camo Brewing Company,33,12,48,14,0,27,10,4,30,1.9,3.2,1.8,Good Lord! What an ugly soup you brew! 2/8,5
Genesee NA,Low Alcohol Beer,Genesee Brewing Co. / Dundee Brewing Co.,10,3,13,3,0,1,3,3,20,1.9,2.15,1.9,Good Lord! What an ugly soup you brew! 2/8,10
Molson Exel,Low Alcohol Beer,Molson Coors Canada,5,9,20,4,0,1,11,0,18,1.888889,3.055556,2.111111,Terrible brew dude. Try again. 3/8,9
Milwaukee's Best Light,Lager - Light,Miller Brewing Co.,8,15,12,3,5,1,31,1,49,1.880795,2.155629,2.082781,Well. Sometimes you just have a bad day. Next time... 4/8,151
Kirin Tanrei Green Label,Happoshu,"Kirin Brewery Company, Limited",3,4,7,6,0,5,7,1,22,1.875,3.125,2.25,"Alrighty. Sell it cheap, that could work. 5/8",4
Natural Ice,Lager - Adjunct,Anheuser-Busch,13,9,17,5,0,5,11,1,18,1.81993,2.136364,1.942308,Terrible brew dude. Try again. 3/8,286
Camo Silver Ice,Lager - Malt Liquor,Camo Brewing Company,44,14,32,18,5,14,34,6,62,1.794872,2.576923,1.846154,Terrible brew dude. Try again. 3/8,39
Keystone LightCoors Brewing Company (Molson-Coors),Lager - Light,Coors Brewing Company,6,7,8,1,2,1,9,0,22,1.7875,1.915909,1.964773,Well. Sometimes you just have a bad day. Next time... 4/8,440
El Lapino,Chile Beer,Microbrasserie du Lièvre,10,10,9,4,0,6,3,96,12,1.772727,1.636364,1.318182,Like piss. Not even drunk pirates will drink that shit! 1/8,11
Budweiser Select 55,Lager - Light,Anheuser-Busch,15,18,12,8,3,6,36,2,49,1.759434,2.240566,1.778302,Terrible brew dude. Try again. 3/8,106
Bud Light,Lager - Light,Anheuser-Busch,5,11,20,4,3,6,12,3,40,1.747312,2.011521,1.828725,Terrible brew dude. Try again. 3/8,1302
Busch Light,Lager - Light,Anheuser-Busch,3,10,8,3,0,4,12,1,26,1.747191,1.936798,1.86236,Terrible brew dude. Try again. 3/8,356
Earthquake High Gravity Lager (10%),Lager - Malt Liquor,"City Brewing Company, LLC",44,8,57,13,0,20,7,5,57,1.744898,2.163265,1.438776,Good Lord! What an ugly soup you brew! 2/8,49
Sharp's,Low Alcohol Beer,Miller Brewing Co.,15,5,15,2,0,4,5,1,44,1.743243,2.067568,1.837838,Good Lord! What an ugly soup you brew! 2/8,37
Camo High Gravity Lager,Lager - Malt Liquor,Camo Brewing Company,52,17,31,17,0,13,16,1,38,1.727273,2.431818,1.772727,Terrible brew dude. Try again. 3/8,44
Natural Light,Lager - Light,Anheuser-Busch,5,3,5,5,0,4,4,2,11,1.68609,1.843985,1.824248,Well. Sometimes you just have a bad day. Next time... 4/8,532
Michelob Ultra,Lager - Light,Anheuser-Busch,9,14,15,10,4,6,18,2,43,1.684512,1.827916,1.695029,Terrible brew dude. Try again. 3/8,523
Sapporo Draft One,Happoshu,Sapporo Breweries Ltd.,7,6,17,13,0,9,9,1,15,1.642857,1.857143,1.785714,Terrible brew dude. Try again. 3/8,7
Corona Light,Lager - Light,Grupo Modelo S.A. de C.V.,6,11,5,17,3,15,32,5,36,1.640351,1.915205,1.660819,Good Lord! What an ugly soup you brew! 2/8,342
Asahi Honnama Aqua Blue,Happoshu,Asahi Breweries Ltd,2,2,2,6,0,3,4,2,11,1.571429,1.571429,1.214286,Good Lord! What an ugly soup you brew! 2/8,7
Evil Eye,Lager - Malt Liquor,Melanie Brewing Company,50,11,82,41,0,49,7,0,47,1.509615,2.221154,1.355769,Like piss. Not even drunk pirates will drink that shit! 1/8,52
